,0
171,28.710247932224792
172,33.92254815204764
173,28.462155843809235
174,23.110254351003253
175,9.579383970426177
176,29.55317045179895
177,40.041871686390955
178,21.49346603535378
179,37.3377478701119
180,39.33487536668517
181,39.80983527513308
182,23.833698612211162
183,7.115736626045759
184,8.401343755421207
185,17.639309218109982
186,35.16223023501891
187,35.427993245309196
188,14.594632483406915
189,28.282265512374842
190,26.982110224911928
191,22.527912147707767
192,35.779974295340224
193,36.25184125316286
194,19.132082515218787
195,23.332244678527186
196,20.764853476533887
197,15.156277398775716
198,19.93251479843275
199,28.171732156273666
200,28.282265512374842
201,35.83421551565384
202,35.23203825964897
203,30.127721085171576
204,37.52032826692137
205,17.740820164756347
206,9.05826829571253
207,35.5049682752458
208,32.85314193132217
209,19.53499609626761
210,22.36699287506489
211,12.930063866010666
212,40.187087947264004
213,22.924917235098324
214,25.891568818742293
215,13.661603140258382
216,20.398209184700757
217,34.87524262171122
218,37.01341195170391
219,27.83878697744171
220,21.123452638300652
221,8.80127789209461
222,34.345388139195165
223,34.95948293269005
224,5.7191126503961875
225,16.813596374010352
226,35.779974295340224
227,19.97708916610127
228,34.258345274014374
229,23.320558391824463
230,22.202976950075165
231,22.491963150072632
232,15.580248557158251
233,15.688868768460452
234,38.500439020771125
235,40.624460026047934
236,22.379779841169732
237,7.509021561969782
238,34.095921270422814
239,25.029805046964373
240,25.481339771461677
241,24.716496809638688
242,7.006211090238486
243,38.27445705959443
244,24.376607624946516
245,29.20137482442368
246,28.917054757485527
247,24.373249435366052
248,22.18413284186275
249,38.15239303482326
250,28.974443107538978
251,22.420333023814134
252,31.811743689556998
253,19.52548307097079
254,26.857086455163387
255,23.535829131199524
256,20.56260997654051
257,38.781593138752285
258,29.74001997362334
259,30.025326293233203
260,13.538056664298097
261,32.64952094121844
262,28.37772338943602
263,24.640436600455377
264,39.84186688660917
265,12.412457850892412
266,27.78474786571506
267,30.091648830176982
268,18.806702571173982
269,22.828885476991523
270,27.519431709844294
271,20.07149821557878
272,24.904782430611082
273,21.93738600328915
274,38.613003044487286
275,36.68023197235614
276,15.582356498231178
277,21.47682886716029
278,7.54476311364097
279,20.186335274864646
280,26.083440350482466
281,21.545400315001814
282,6.779866555758058
283,20.27347341639007
284,37.927293923506134
285,18.387639929783564
286,20.800348819439208
287,20.651267987319496
288,29.540753270151992
289,27.076073213486843
290,24.715558815933573
291,21.509010298931774
292,17.250816303175743
293,28.313346246529985
294,37.5621212095632
295,15.367320571092872
296,8.917579474518895
297,15.957315809033227
298,19.74060612351794
299,24.842348204648122
300,20.07854077281383
301,7.796075655780665
302,23.587179469620327
303,29.38987033022403
304,36.66400355812458
305,8.24775343738101
306,18.111412365490015
307,30.164622851108344
308,29.171359981313575
309,8.758485105658162
310,6.813989079420214
311,12.597953012818472
312,21.548249667446722
313,28.85187018326405
314,19.48392832271048
315,18.789416742244786
316,17.96889012229643
317,17.24387828652566
318,8.03702588893451
319,17.877787400673128
320,37.49558377307084
321,18.127807387703736
322,25.17562023384973
323,19.6278855427338
324,9.48125005263388
325,8.963935006912848
326,36.26596483968625
327,32.15729184932215
328,26.453998744826713
329,34.81495623288907
330,36.71643092331092
331,21.66424578802472
332,24.410835806300405
333,29.556100547385835
334,40.512909097464366
335,21.105965980381097
336,18.115740245540632
337,23.87622718958778
338,27.99802093691665
339,15.014430728147643
340,22.032840669367243
341,19.547916806249525
342,36.63469755681347
343,28.554860230257088
344,36.18044780118745
345,15.772171436831819
346,15.45721508651382
347,10.204980570816685
348,10.101295542702012
349,9.457822627869607
350,27.402970537544437
351,28.406591178084998
352,9.0284688961748
353,7.544390201588228
354,16.835896297796932
355,35.708540126230965
356,34.20022713493671
357,31.175056955476517
358,37.74098197474099
359,7.279319043640351
360,34.327952205401886
361,8.805114314077688
